Codigo;Nome completo;Unidade;Periodicidade;Inicio_dd/MM/aaaa;Ultimo_Valor;Desativada;Fonte;Especial
9597;IED - Bahamas, ilhas - Atividades imobiliárias - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9598;IED - Bahamas, ilhas - Atividades recreativas, culturais e desportivas - mensal;US$ (milhões);M;31/01/2001;01/02/2005;S;BCB-DSTAT;N
9599;IED - Bahamas, ilhas - Comércio e reparação de veículos, comércio de combustíveis - mensal;US$ (milhões);M;31/01/2001;01/07/2001;S;BCB-DSTAT;N
9600;IED - Bahamas, ilhas - Comércio por atacado e intermediações do comércio - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9601;IED - Bahamas, ilhas - Comércio varejista e reparação de objetos pessoais - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9602;IED - Bahamas, ilhas - Construção - mensal;US$ (milhões);M;31/01/2001;01/07/2004;S;BCB-DSTAT;N
9603;IED - Bahamas, ilhas - Correio e telecomunicações - mensal;US$ (milhões);M;31/01/2001;01/05/2005;S;BCB-DSTAT;N
9607;IED - Bahamas, ilhas - Extração de petróleo e serviços relacionados - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9609;IED - Bahamas, ilhas - Fabricação de máquinas e equipamentos - mensal;US$ (milhões);M;31/01/2001;01/04/2004;S;BCB-DSTAT;N
9610;IED - Bahamas, ilhas - Fabricação de materiais eletrônicos e equipamentos de comunicação - mensal;US$ (milhões);M;31/01/2001;01/07/2002;S;BCB-DSTAT;N
9612;IED - Bahamas, ilhas - Fabricação de produtos alimentícios e bebidas - mensal;US$ (milhões);M;31/01/2001;01/07/2004;S;BCB-DSTAT;N
9613;IED - Bahamas, ilhas - Fabricação de produtos de minerais não-metálicos - mensal;US$ (milhões);M;31/01/2001;01/06/2004;S;BCB-DSTAT;N
9614;IED - Bahamas, ilhas - Fabricação de produtos químicos - mensal;US$ (milhões);M;31/01/2001;01/10/2002;S;BCB-DSTAT;N
9615;IED - Bahamas, ilhas - Fabricação de produtos têxteis - mensal;US$ (milhões);M;31/01/2001;01/11/2002;S;BCB-DSTAT;N
9617;IED - Bahamas, ilhas - Fabricação de outros equipamentos de transporte - mensal;US$ (milhões);M;31/01/2001;01/12/2004;S;BCB-DSTAT;N
9618;IED - Bahamas, ilhas - Intermediação financeira - mensal;US$ (milhões);M;31/01/2001;01/07/2002;S;BCB-DSTAT;N
9619;IED - Bahamas, ilhas - Serviços prestados a empresas - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9622;IED - Barbados - Total - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9625;IED - Barbados - Extração de minerais metálicos - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9626;IED - Barbados - Fabricação de móveis e indústrias diversas - mensal;US$ (milhões);M;31/01/2001;01/04/2001;S;BCB-DSTAT;N
9628;IED - Barbados - Serviços prestados a empresas - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9629;IED - Bélgica - Total - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9630;IED - Bélgica - Agricultura, pecuária e serviços relacionados - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9632;IED - Bélgica - Atividades auxiliares de transportes e agências de viagem - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9633;IED - Bélgica - Atividades de informática e conexas - mensal;US$ (milhões);M;31/01/2001;01/06/2004;S;BCB-DSTAT;N
9634;IED - Bélgica - Atividades imobiliárias - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9635;IED - Bélgica - Atividades recreativas, culturais e desportivas - mensal;US$ (milhões);M;31/01/2001;01/08/2004;S;BCB-DSTAT;N
9636;IED - Bélgica - Comércio por atacado e intermediações do comércio - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9637;IED - Bélgica - Comércio varejista e reparação de objetos pessoais - mensal;US$ (milhões);M;31/01/2001;01/05/2005;S;BCB-DSTAT;N
9639;IED - Bélgica - Eletricidade, gás e água quente - mensal;US$ (milhões);M;31/01/2001;01/07/2002;S;BCB-DSTAT;N
9641;IED - Bélgica - Fabricação de artigos de borracha e plástico - mensal;US$ (milhões);M;31/01/2001;01/03/2005;S;BCB-DSTAT;N
9643;IED - Bélgica - Fabricação de máquinas e equipamentos - mensal;US$ (milhões);M;31/01/2001;01/12/2004;S;BCB-DSTAT;N
9644;IED - Bélgica - Fabricação de produtos alimentícios e bebidas - mensal;US$ (milhões);M;31/01/2001;01/05/2005;S;BCB-DSTAT;N
9646;IED - Bélgica - Fabricação de produtos de metal - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9647;IED - Bélgica - Fabricação de produtos químicos - mensal;US$ (milhões);M;31/01/2001;01/07/2004;S;BCB-DSTAT;N
9648;IED - Bélgica - Intermediação financeira - mensal;US$ (milhões);M;31/01/2001;01/04/2005;S;BCB-DSTAT;N
9649;IED - Bélgica - Limpeza urbana e esgoto e atividades conexas - mensal;US$ (milhões);M;31/01/2001;01/07/2001;S;BCB-DSTAT;N
9650;IED - Bélgica - Metalurgia básica - mensal;US$ (milhões);M;31/01/2001;01/06/2001;S;BCB-DSTAT;N
9651;IED - Bélgica - Serviços prestados a empresas - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9652;IED - Bermudas - Total - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9654;IED - Bermudas - Atividades auxiliares de transportes e agências de viagem - mensal;US$ (milhões);M;31/01/2001;01/04/2003;S;BCB-DSTAT;N
9655;IED - Bermudas - Atividades de informática e conexas - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9656;IED - Bermudas - Atividades imobiliárias - mensal;US$ (milhões);M;31/01/2001;01/11/2004;S;BCB-DSTAT;N
9658;IED - Bermudas - Comércio por atacado e intermediações do comércio - mensal;US$ (milhões);M;31/01/2001;01/10/2003;S;BCB-DSTAT;N
9659;IED - Bermudas - Comércio varejista e reparação de objetos pessoais - mensal;US$ (milhões);M;31/01/2001;01/11/2004;S;BCB-DSTAT;N
9660;IED - Bermudas - Construção - mensal;US$ (milhões);M;31/01/2001;01/07/2001;S;BCB-DSTAT;N
9661;IED - Bermudas - Correio e telecomunicações - mensal;US$ (milhões);M;31/01/2001;01/07/2004;S;BCB-DSTAT;N
9662;IED - Bermudas - Eletricidade, gás e água quente - mensal;US$ (milhões);M;31/01/2001;01/04/2005;S;BCB-DSTAT;N
9663;IED - Bermudas - Extração de minerais metálicos - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9665;IED - Bermudas - Extração de petróleo e serviços relacionados - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9666;IED - Bermudas - Fabricação de máquinas e equipamentos - mensal;US$ (milhões);M;31/01/2001;01/12/2004;S;BCB-DSTAT;N
9667;IED - Bermudas - Fabricação de produtos alimentícios e bebidas - mensal;US$ (milhões);M;31/01/2001;01/04/2005;S;BCB-DSTAT;N
9669;IED - Bermudas - Intermediação financeira - mensal;US$ (milhões);M;31/01/2001;01/01/2004;S;BCB-DSTAT;N
9670;IED - Bermudas - Metalurgia básica - mensal;US$ (milhões);M;31/01/2001;01/04/2002;S;BCB-DSTAT;N
9672;IED - Bermudas - Serviços prestados a empresas - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9674;IED - Bermudas - Transporte terrestre - mensal;US$ (milhões);M;31/01/2001;01/04/2002;S;BCB-DSTAT;N
9675;IED - Bolívia - Total - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9677;IED - Canadá - Total - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9679;IED - Canadá - Atividades auxiliares da intermediação financeira - mensal;US$ (milhões);M;31/01/2001;01/03/2005;S;BCB-DSTAT;N
9680;IED - Canadá - Atividades de informática e conexas - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9681;IED - Canadá - Atividades imobiliárias - mensal;US$ (milhões);M;31/01/2001;01/02/2005;S;BCB-DSTAT;N
9682;IED - Canadá - Comércio por atacado e intermediações do comércio - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9683;IED - Canadá - Comércio varejista e reparação de objetos pessoais - mensal;US$ (milhões);M;31/01/2001;01/05/2005;S;BCB-DSTAT;N
9685;IED - Canadá - Correio e telecomunicações - mensal;US$ (milhões);M;31/01/2001;01/11/2003;S;BCB-DSTAT;N
9686;IED - Canadá - Edição, impressão e reprodução de gravações - mensal;US$ (milhões);M;31/01/2001;01/12/2004;S;BCB-DSTAT;N
9687;IED - Canadá - Educação - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9688;IED - Canadá - Extração de minerais metálicos - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9689;IED - Canadá - Extração de minerais não-metálicos - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9690;IED - Canadá - Extração de petróleo e serviços relacionados - mensal;US$ (milhões);M;31/01/2001;01/04/2005;S;BCB-DSTAT;N
9691;IED - Canadá - Fabricação de artigos de borracha e plástico - mensal;US$ (milhões);M;31/01/2001;01/06/2004;S;BCB-DSTAT;N
9692;IED - Canadá - Fabricação de máquinas e equipamentos - mensal;US$ (milhões);M;31/01/2001;01/12/2004;S;BCB-DSTAT;N
9694;IED - Canadá - Fabricação de materiais eletrônicos e equipamentos de comunicação - mensal;US$ (milhões);M;31/01/2001;01/10/2004;S;BCB-DSTAT;N
9696;IED - Canadá - Fabricação de produtos alimentícios e bebidas - mensal;US$ (milhões);M;31/01/2001;01/04/2005;S;BCB-DSTAT;N
9697;IED - Canadá - Fabricação de produtos de metal - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9698;IED - Canadá - Fabricação de produtos químicos - mensal;US$ (milhões);M;31/01/2001;01/05/2005;S;BCB-DSTAT;N
9699;IED - Canadá - Fabricação e montagem de veículos automotores, reboques e carrocerias - mensal;US$ (milhões);M;31/01/2001;01/04/2005;S;BCB-DSTAT;N
9701;IED - Canadá - Metalurgia básica - mensal;US$ (milhões);M;31/01/2001;01/09/2001;S;BCB-DSTAT;N
9705;IED - Canadá - Seguros e previdência privada - mensal;US$ (milhões);M;31/01/2001;01/04/2005;S;BCB-DSTAT;N
9706;IED - Canadá - Serviços prestados a empresas - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9708;IED - Canal, ilhas do - Total - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9711;IED - Canal, ilhas do - Atividades imobiliárias - mensal;US$ (milhões);M;31/01/2001;01/02/2004;S;BCB-DSTAT;N
9716;IED - Canal, ilhas do - Serviços prestados a empresas - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9719;IED - Cayman, ilhas - Total - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9721;IED - Cayman, ilhas - Alojamento e alimentação - mensal;US$ (milhões);M;31/01/2001;01/01/2005;S;BCB-DSTAT;N
9722;IED - Cayman, ilhas - Atividades auxiliares da intermediação financeira - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9723;IED - Cayman, ilhas - Atividades de informática e conexas - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9724;IED - Cayman, ilhas - Atividades imobiliárias - mensal;US$ (milhões);M;31/01/2001;01/05/2005;S;BCB-DSTAT;N
9725;IED - Cayman, ilhas - Atividades recreativas, culturais e desportivas - mensal;US$ (milhões);M;31/01/2001;01/01/2005;S;BCB-DSTAT;N
9726;IED - Cayman, ilhas - Captação, tratamento e distribuição de água - mensal;US$ (milhões);M;31/01/2001;01/02/2002;S;BCB-DSTAT;N
9727;IED - Cayman, ilhas - Comércio e reparação de veículos, comércio de combustíveis - mensal;US$ (milhões);M;31/01/2001;01/06/2004;S;BCB-DSTAT;N
9728;IED - Cayman, ilhas - Comércio por atacado e intermediações do comércio - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9729;IED - Cayman, ilhas - Comércio varejista e reparação de objetos pessoais - mensal;US$ (milhões);M;31/01/2001;01/12/2004;S;BCB-DSTAT;N
9731;IED - Cayman, ilhas - Construção - mensal;US$ (milhões);M;31/01/2001;01/09/2004;S;BCB-DSTAT;N
9732;IED - Cayman, ilhas - Correio e telecomunicações - mensal;US$ (milhões);M;31/01/2001;01/07/2004;S;BCB-DSTAT;N
9733;IED - Cayman, ilhas - Eletricidade, gás e água quente - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9734;IED - Cayman, ilhas - Extração de minerais metálicos - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9736;IED - Cayman, ilhas - Extração de petróleo e serviços relacionados - mensal;US$ (milhões);M;31/01/2001;01/01/2004;S;BCB-DSTAT;N
9738;IED - Cayman, ilhas - Fabricação de máquinas e equipamentos - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9740;IED - Cayman, ilhas - Fabricação de máquinas, aparelhos e materiais elétricos - mensal;US$ (milhões);M;31/01/2001;01/08/2004;S;BCB-DSTAT;N
9741;IED - Cayman, ilhas - Fabricação de materiais eletrônicos e equipamentos de comunicação - mensal;US$ (milhões);M;31/01/2001;01/02/2005;S;BCB-DSTAT;N
9742;IED - Cayman, ilhas - Fabricação de produtos alimentícios e bebidas - mensal;US$ (milhões);M;31/01/2001;01/06/2004;S;BCB-DSTAT;N
9743;IED - Cayman, ilhas - Fabricação de produtos de madeira - mensal;US$ (milhões);M;31/01/2001;01/11/2004;S;BCB-DSTAT;N
9745;IED - Cayman, ilhas - Fabricação de produtos de minerais não-metálicos - mensal;US$ (milhões);M;31/01/2001;01/06/2001;S;BCB-DSTAT;N
9746;IED - Cayman, ilhas - Fabricação de produtos químicos - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9747;IED - Cayman, ilhas - Fabricação de produtos têxteis - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9750;IED - Cayman, ilhas - Intermediação financeira - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9751;IED - Cayman, ilhas - Limpeza urbana e esgoto e atividades conexas - mensal;US$ (milhões);M;31/01/2001;01/12/2001;S;BCB-DSTAT;N
9752;IED - Cayman, ilhas - Metalurgia básica - mensal;US$ (milhões);M;31/01/2001;01/11/2004;S;BCB-DSTAT;N
9753;IED - Cayman, ilhas - Pesquisa e desenvolvimento - mensal;US$ (milhões);M;31/01/2001;01/03/2005;S;BCB-DSTAT;N
9754;IED - Cayman, ilhas - Seguros e previdência privada - mensal;US$ (milhões);M;31/01/2001;01/03/2004;S;BCB-DSTAT;N
9755;IED - Cayman, ilhas - Serviços prestados a empresas - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9756;IED - Cayman, ilhas - Transporte terrestre - mensal;US$ (milhões);M;31/01/2001;01/07/2004;S;BCB-DSTAT;N
9757;IED - Chile - Total - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9758;IED - Chile - Alojamento e alimentação - mensal;US$ (milhões);M;31/01/2001;01/01/2003;S;BCB-DSTAT;N
9759;IED - Chile - Atividades auxiliares da intermediação financeira - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9762;IED - Chile - Comércio por atacado e intermediações do comércio - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9763;IED - Chile - Comércio varejista e reparação de objetos pessoais - mensal;US$ (milhões);M;31/01/2001;01/06/2004;S;BCB-DSTAT;N
9765;IED - Chile - Edição, impressão e reprodução de gravações - mensal;US$ (milhões);M;31/01/2001;01/12/2003;S;BCB-DSTAT;N
9766;IED - Chile - Eletricidade, gás e água quente - mensal;US$ (milhões);M;31/01/2001;01/06/2003;S;BCB-DSTAT;N
9767;IED - Chile - Extração de petróleo e serviços relacionados - mensal;US$ (milhões);M;31/01/2001;01/05/2005;S;BCB-DSTAT;N
9768;IED - Chile - Fabricação de artigos de borracha e plástico - mensal;US$ (milhões);M;31/01/2001;01/01/2005;S;BCB-DSTAT;N
9771;IED - Chile - Fabricação de máquinas, aparelhos e materiais elétricos - mensal;US$ (milhões);M;31/01/2001;01/01/2005;S;BCB-DSTAT;N
9772;IED - Chile - Fabricação de produtos de madeira - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9773;IED - Chile - Fabricação de produtos de metal - mensal;US$ (milhões);M;31/01/2001;01/02/2003;S;BCB-DSTAT;N
9774;IED - Chile - Fabricação de produtos químicos - mensal;US$ (milhões);M;31/01/2001;01/02/2005;S;BCB-DSTAT;N
9775;IED - Chile - Preparação de couros, fabricação de artefatos e calçados - mensal;US$ (milhões);M;31/01/2001;01/07/2001;S;BCB-DSTAT;N
9776;IED - Chile - Serviços prestados a empresas - mensal;US$ (milhões);M;31/01/2001;01/04/2005;S;BCB-DSTAT;N
9777;IED - China, República Popular - Total - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9779;IED - China, República Popular - Comércio por atacado e intermediações do comércio - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9780;IED - China, República Popular - Construção - mensal;US$ (milhões);M;31/01/2001;01/12/2001;S;BCB-DSTAT;N
9781;IED - China, República Popular - Extração de minerais metálicos - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9782;IED - China, República Popular - Fabricação de artigos de borracha e plástico - mensal;US$ (milhões);M;31/01/2001;01/01/2003;S;BCB-DSTAT;N
9783;IED - China, República Popular - Fabricação de máquinas e equipamentos - mensal;US$ (milhões);M;31/01/2001;01/05/2004;S;BCB-DSTAT;N
9786;IED - China, República Popular - Serviços prestados a empresas - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9787;IED - Chipre - Total - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9788;IED - Chipre - Comércio por atacado e intermediações do comércio - mensal;US$ (milhões);M;31/01/2001;01/02/2004;S;BCB-DSTAT;N
9791;IED - Cingapura - Total - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9792;IED - Cingapura - Atividades imobiliárias - mensal;US$ (milhões);M;31/01/2001;01/06/2003;S;BCB-DSTAT;N
9793;IED - Cingapura - Comércio por atacado e intermediações do comércio - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9795;IED - Cingapura - Fabricação de máquinas para escritório e equipamentos de informática - mensal;US$ (milhões);M;31/01/2001;01/06/2001;S;BCB-DSTAT;N
9796;IED - Cingapura - Fabricação de produtos alimentícios e bebidas - mensal;US$ (milhões);M;31/01/2001;01/02/2002;S;BCB-DSTAT;N
9797;IED - Cingapura - Fabricação de produtos do fumo - mensal;US$ (milhões);M;31/01/2001;01/06/2002;S;BCB-DSTAT;N
9799;IED - Cingapura - Metalurgia básica - mensal;US$ (milhões);M;31/01/2001;01/09/2002;S;BCB-DSTAT;N
9801;IED - Cingapura - Serviços prestados a empresas - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9802;IED - Colômbia - Total - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9803;IED - Colômbia - Comércio por atacado e intermediações do comércio - mensal;US$ (milhões);M;31/01/2001;01/05/2005;S;BCB-DSTAT;N
9804;IED - Colômbia - Comércio varejista e reparação de objetos pessoais - mensal;US$ (milhões);M;31/01/2001;01/06/2004;S;BCB-DSTAT;N
9810;IED - Colômbia - Serviços prestados a empresas - mensal;US$ (milhões);M;31/01/2001;01/07/2004;S;BCB-DSTAT;N
9811;IED - Cook, ilhas - Total - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9814;IED - Coreia do Sul - Total - 9814;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9815;IED - Coreia do Sul - Comércio por atacado e intermediações do comércio - 9815;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9816;IED - Coreia do Sul - Construção - 9816;US$ (milhões);M;31/01/2001;01/01/2005;S;BCB-DSTAT;N
9817;IED - Coreia do Sul - Extração de petróleo e serviços relacionados - 9817;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9818;IED - Coreia do Sul - Fabricação de máquinas e equipamentos - 9818;US$ (milhões);M;31/01/2001;01/11/2001;S;BCB-DSTAT;N
9819;IED - Coreia do Sul - Fabricação de máquinas, aparelhos e materiais elétricos - 9819;US$ (milhões);M;31/01/2001;01/08/2004;S;BCB-DSTAT;N
9820;IED - Coreia do Sul - Fabricação de materiais eletrônicos e equipamentos de comunicação - 9820;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9821;IED - Coreia do Sul - Fabricação de produtos de metal - 9821;US$ (milhões);M;31/01/2001;01/05/2005;S;BCB-DSTAT;N
9822;IED - Coréia do Sul - Fabricação de produtos têxteis - mensal;US$ (milhões);M;31/01/2001;01/07/2001;S;BCB-DSTAT;N
9823;IED - Coreia do Sul - Intermediação financeira - 9823;US$ (milhões);M;31/01/2001;01/12/2004;S;BCB-DSTAT;N
9826;IED - Costa Rica - Total - mensal;US$ (milhões);M;31/01/2001;01/04/2005;S;BCB-DSTAT;N
9829;IED - Costa Rica - Serviços prestados a empresas - mensal;US$ (milhões);M;31/01/2001;01/04/2005;S;BCB-DSTAT;N
