Codigo;Nome completo;Unidade;Periodicidade;Inicio_dd/MM/aaaa;Ultimo_Valor;Desativada;Fonte;Especial
9370;IED - Uruguai - Extração de minerais metálicos - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9371;IED - Uruguai - Fabricação de artigos de borracha e plástico - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9372;IED - Uruguai - Fabricação de celulose, papel e produtos de papel - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9373;IED - Uruguai - Fabricação de máquinas e equipamentos - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9374;IED - Uruguai - Fabricação de máquinas para escritório e equipamentos de informática - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9375;IED - Uruguai - Fabricação de máquinas, aparelhos e materiais elétricos - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9376;IED - Uruguai - Fabricação de materiais eletrônicos e equipamentos de comunicação - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9377;IED - Uruguai - Fabricação de móveis e indústrias diversas - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9378;IED - Uruguai - Fabricação de produtos alimentícios e bebidas - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9379;IED - Uruguai - Fabricação de produtos de madeira - anual;US$ (milhões);A;31/12/1996;01/01/2003;S;BCB-DSTAT;N
9380;IED - Uruguai - Fabricação de produtos de metal - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9381;IED - Uruguai - Fabricação de produtos de minerais não-metálicos - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9382;IED - Uruguai - Fabricação de produtos do fumo - anual;US$ (milhões);A;31/12/1996;01/01/2002;S;BCB-DSTAT;N
9383;IED - Uruguai - Fabricação de produtos químicos - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9384;IED - Uruguai - Fabricação de produtos têxteis - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9385;IED - Uruguai - Fabricação e montagem de veículos automotores, reboques e carrocerias - anual;US$ (milhões);A;31/12/1996;01/01/2002;S;BCB-DSTAT;N
9386;IED - Uruguai - Fabricação de outros equipamentos de transporte - anual;US$ (milhões);A;31/12/1996;01/01/2002;S;BCB-DSTAT;N
9387;IED - Uruguai - Intermediação financeira - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9388;IED - Uruguai - Limpeza urbana e esgoto e atividades conexas - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9389;IED - Uruguai - Metalurgia básica - anual;US$ (milhões);A;31/12/1996;01/01/2002;S;BCB-DSTAT;N
9390;IED - Uruguai - Preparação de couros, fabricação de artefatos e calçados - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9391;IED - Uruguai - Saúde e serviços sociais - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9392;IED - Uruguai - Seguros e previdência privada - anual;US$ (milhões);A;31/12/1996;01/01/2002;S;BCB-DSTAT;N
9393;IED - Uruguai - Serviços prestados a empresas - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9394;IED - Uruguai - Silvicultura, exploração florestal e serviços relacionados - anual;US$ (milhões);A;31/12/1996;01/01/2002;S;BCB-DSTAT;N
9395;IED - Uruguai - Transporte terrestre - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9396;IED - Venezuela - Total - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9397;IED - Venezuela - Alojamento e alimentação - anual;US$ (milhões);A;31/12/1996;01/01/2002;S;BCB-DSTAT;N
9398;IED - Venezuela - Atividades imobiliárias - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9399;IED - Venezuela - Comércio e reparação de veículos, comércio de combustíveis - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9400;IED - Venezuela - Comércio por atacado e intermediações do comércio - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9401;IED - Venezuela - Fabricação de produtos alimentícios e bebidas - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9402;IED - Venezuela - Intermediação financeira - anual;US$ (milhões);A;31/12/1996;01/01/2003;S;BCB-DSTAT;N
9403;IED - Venezuela - Serviços prestados a empresas - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9404;IED - Virgens, ilhas Britânicas - Total - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9405;IED - Virgens, ilhas Britânicas - Administração pública, defesa e seguridade social - anual;US$ (milhões);A;31/12/1996;01/01/2002;S;BCB-DSTAT;N
9406;IED - Virgens, ilhas Britânicas - Agricultura, pecuária e serviços relacionados - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9407;IED - Virgens, ilhas Britânicas - Alojamento e alimentação - anual;US$ (milhões);A;31/12/1996;01/01/2002;S;BCB-DSTAT;N
9408;IED - Virgens, ilhas Britânicas - Aluguel de veículos, máquinas, equipamentos e objetos - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9409;IED - Virgens, ilhas Britânicas - Atividades auxiliares da intermediação financeira - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9410;IED - Virgens, ilhas Britânicas - Atividades auxiliares de transportes e agências de viagem - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9411;IED - Virgens, ilhas Britânicas - Atividades de informática e conexas - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9412;IED - Virgens, ilhas Britânicas - Atividades imobiliárias - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9413;IED - Virgens, ilhas Britânicas - Atividades recreativas, culturais e desportivas - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9414;IED - Virgens, ilhas Britânicas - Captação, tratamento e distribuição de água - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9415;IED - Virgens, ilhas Britânicas - Comércio por atacado e intermediações do comércio - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9416;IED - Virgens, ilhas Britânicas - Comércio varejista e reparação de objetos pessoais - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9417;IED - Virgens, ilhas Britânicas - Confecção de artefatos vestuário e acessórios - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9418;IED - Virgens, ilhas Britânicas - Construção - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9419;IED - Virgens, ilhas Britânicas - Correio e telecomunicações - anual;US$ (milhões);A;31/12/1996;01/01/2003;S;BCB-DSTAT;N
9420;IED - Virgens, ilhas Britânicas - Edição, impressão e reprodução de gravações - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9422;IED - Virgens, ilhas Britânicas - Eletricidade, gás e água quente - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9423;IED - Virgens, ilhas Britânicas - Extração de minerais metálicos - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9424;IED - Virgens, ilhas Britânicas - Extração de minerais não-metálicos - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9425;IED - Virgens, ilhas Britânicas - Extração de petróleo e serviços relacionados - anual;US$ (milhões);A;31/12/1996;01/01/2003;S;BCB-DSTAT;N
9426;IED - Virgens, ilhas Britânicas - Fabricação de artigos de borracha e plástico - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9427;IED - Virgens, ilhas Britânicas - Fabricação de celulose, papel e produtos de papel - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9428;IED - Virgens, ilhas Britânicas - Fabricação de equipamentos médico-hospitalares, instrumentos de precisão e outros - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9429;IED - Virgens, ilhas Britânicas - Fabricação de máquinas e equipamentos - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9430;IED - Virgens, ilhas Britânicas - Fabricação de máquinas para escritório e equipamentos de informática - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9431;IED - Virgens, ilhas Britânicas - Fabricação de máquinas, aparelhos e materiais elétricos - anual;US$ (milhões);A;31/12/1996;01/01/2003;S;BCB-DSTAT;N
9432;IED - Virgens, ilhas Britânicas - Fabricação de materiais eletrônicos e equipamentos de comunicação - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9433;IED - Virgens, ilhas Britânicas - Fabricação de móveis e indústrias diversas - anual;US$ (milhões);A;31/12/1996;01/01/2002;S;BCB-DSTAT;N
9434;IED - Virgens, ilhas Britânicas - Fabricação de produtos alimentícios e bebidas - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9435;IED - Virgens, ilhas Britânicas - Fabricação de produtos de madeira - anual;US$ (milhões);A;31/12/1996;01/01/2003;S;BCB-DSTAT;N
9436;IED - Virgens, ilhas Britânicas - Fabricação de produtos de metal - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9437;IED - Virgens, ilhas Britânicas - Fabricação de produtos de minerais não-metálicos - anual;US$ (milhões);A;31/12/1996;01/01/2002;S;BCB-DSTAT;N
9438;IED - Virgens, ilhas Britânicas - Fabricação de produtos do fumo - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9439;IED - Virgens, ilhas Britânicas - Fabricação de produtos químicos - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9440;IED - Virgens, ilhas Britânicas - Fabricação de produtos têxteis - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9441;IED - Virgens, ilhas Britânicas - Fabricação e montagem de veículos automotores, reboques e carrocerias - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9442;IED - Virgens, ilhas Britânicas - Intermediação financeira - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9444;IED - Virgens, ilhas Britânicas - Pesca, aqüicultura e serviços relacionados - anual;US$ (milhões);A;31/12/1996;01/01/2002;S;BCB-DSTAT;N
9445;IED - Virgens, ilhas Britânicas - Saúde e serviços sociais - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9446;IED - Virgens, ilhas Britânicas - Seguros e previdência privada - anual;US$ (milhões);A;31/12/1996;01/01/2002;S;BCB-DSTAT;N
9447;IED - Virgens, ilhas Britânicas - Serviços pessoais - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9448;IED - Virgens, ilhas Britânicas - Serviços prestados a empresas - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9449;IED - Virgens, ilhas Britânicas - Silvicultura, exploração florestal e serviços relacionados - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9450;IED - Virgens, ilhas Britânicas - Transporte aéreo - anual;US$ (milhões);A;31/12/1996;01/01/2004;S;BCB-DSTAT;N
9452;IED - Virgens, ilhas Britânicas - Transporte terrestre - anual;US$ (milhões);A;31/12/1996;01/01/2003;S;BCB-DSTAT;N
9453;IED - Virgens, ilhas Estados Unidos - Total - anual;US$ (milhões);A;31/12/1996;01/01/2002;S;BCB-DSTAT;N
9454;IED - Virgens, ilhas Estados Unidos - Atividades imobiliárias - anual;US$ (milhões);A;31/12/1996;01/01/2002;S;BCB-DSTAT;N
9455;IED - Virgens, ilhas Estados Unidos - Comércio varejista e reparação de objetos pessoais - anual;US$ (milhões);A;31/12/1996;01/01/2002;S;BCB-DSTAT;N
9456;IED - Zimbábue - Total - anual;US$ (milhões);A;31/12/1996;01/01/2002;S;BCB-DSTAT;N
9457;IED - Zimbábue - Agricultura, pecuária e serviços relacionados - anual;US$ (milhões);A;31/12/1996;01/01/2002;S;BCB-DSTAT;N
9458;IED - África do Sul - Total - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9459;IED - África do Sul - Comércio varejista e reparação de objetos pessoais - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9460;IED - Alemanha - Total - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9461;IED - Alemanha - Agricultura, pecuária e serviços relacionados - mensal;US$ (milhões);M;31/01/2001;01/05/2005;S;BCB-DSTAT;N
9462;IED - Alemanha - Alojamento e alimentação - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9463;IED - Alemanha - Aluguel de veículos, máquinas, equipamentos e objetos - mensal;US$ (milhões);M;31/01/2001;01/11/2003;S;BCB-DSTAT;N
9464;IED - Alemanha - Atividades auxiliares da intermediação financeira - mensal;US$ (milhões);M;31/01/2001;01/07/2001;S;BCB-DSTAT;N
9465;IED - Alemanha - Atividades auxiliares de transportes e agências de viagem - mensal;US$ (milhões);M;31/01/2001;01/03/2005;S;BCB-DSTAT;N
9466;IED - Alemanha - Atividades de informática e conexas - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9467;IED - Alemanha - Atividades imobiliárias - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9469;IED - Alemanha - Comércio e reparação de veículos, comércio de combustíveis - mensal;US$ (milhões);M;31/01/2001;01/03/2005;S;BCB-DSTAT;N
9470;IED - Alemanha - Comércio por atacado e intermediações do comércio - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9471;IED - Alemanha - Comércio varejista e reparação de objetos pessoais - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9472;IED - Alemanha - Construção - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9473;IED - Alemanha - Edição, impressão e reprodução de gravações - mensal;US$ (milhões);M;31/01/2001;01/12/2004;S;BCB-DSTAT;N
9474;IED - Alemanha - Eletricidade, gás e água quente - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9475;IED - Alemanha - Extração de minerais metálicos - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9477;IED - Alemanha - Extração de petróleo e serviços relacionados - mensal;US$ (milhões);M;31/01/2001;01/07/2001;S;BCB-DSTAT;N
9478;IED - Alemanha - Fabricação de artigos de borracha e plástico - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9479;IED - Alemanha - Fabricação de celulose, papel e produtos de papel - mensal;US$ (milhões);M;31/01/2001;01/09/2004;S;BCB-DSTAT;N
9480;IED - Alemanha - Fabricação de equipamentos médico-hospitalares, instrumentos de precisão e outros - mensal;US$ (milhões);M;31/01/2001;01/05/2005;S;BCB-DSTAT;N
9481;IED - Alemanha - Fabricação de máquinas e equipamentos - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9482;IED - Alemanha - Fabricação de máquinas, aparelhos e materiais elétricos - mensal;US$ (milhões);M;31/01/2001;01/03/2005;S;BCB-DSTAT;N
9483;IED - Alemanha - Fabricação de materiais eletrônicos e equipamentos de comunicação - mensal;US$ (milhões);M;31/01/2001;01/04/2005;S;BCB-DSTAT;N
9484;IED - Alemanha - Fabricação de móveis e indústrias diversas - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9485;IED - Alemanha - Fabricação de produtos alimentícios e bebidas - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9486;IED - Alemanha - Fabricação de produtos de madeira - mensal;US$ (milhões);M;31/01/2001;01/08/2004;S;BCB-DSTAT;N
9487;IED - Alemanha - Fabricação de produtos de metal - mensal;US$ (milhões);M;31/01/2001;01/02/2005;S;BCB-DSTAT;N
9488;IED - Alemanha - Fabricação de produtos de minerais não-metálicos - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9489;IED - Alemanha - Fabricação de produtos químicos - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9490;IED - Alemanha - Fabricação de produtos têxteis - mensal;US$ (milhões);M;31/01/2001;01/05/2003;S;BCB-DSTAT;N
9491;IED - Alemanha - Fabricação e montagem de veículos automotores, reboques e carrocerias - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9492;IED - Alemanha - Fabricação de outros equipamentos de transporte - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9493;IED - Alemanha - Intermediação financeira - mensal;US$ (milhões);M;31/01/2001;01/09/2004;S;BCB-DSTAT;N
9494;IED - Alemanha - Limpeza urbana e esgoto e atividades conexas - mensal;US$ (milhões);M;31/01/2001;01/12/2004;S;BCB-DSTAT;N
9495;IED - Alemanha - Metalurgia básica - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9496;IED - Alemanha - Pesquisa e desenvolvimento - mensal;US$ (milhões);M;31/01/2001;01/04/2005;S;BCB-DSTAT;N
9497;IED - Alemanha - Seguros e previdência privada - mensal;US$ (milhões);M;31/01/2001;01/07/2001;S;BCB-DSTAT;N
9498;IED - Alemanha - Serviços pessoais - mensal;US$ (milhões);M;31/01/2001;01/04/2004;S;BCB-DSTAT;N
9499;IED - Alemanha - Serviços prestados a empresas - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9501;IED - Alemanha - Transporte aéreo - mensal;US$ (milhões);M;31/01/2001;01/03/2002;S;BCB-DSTAT;N
9502;IED - Alemanha - Transporte aquaviário - mensal;US$ (milhões);M;31/01/2001;01/06/2004;S;BCB-DSTAT;N
9503;IED - Angola - Total - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9504;IED - Angola - Extração de petróleo e serviços relacionados - mensal;US$ (milhões);M;31/01/2001;01/01/2004;S;BCB-DSTAT;N
9506;IED - Antigua e Barbuda - Total - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9507;IED - Antigua e Barbuda - Correio e telecomunicações - mensal;US$ (milhões);M;31/01/2001;01/07/2002;S;BCB-DSTAT;N
9508;IED - Antigua e Barbuda - Serviços prestados a empresas - mensal;US$ (milhões);M;31/01/2001;01/06/2004;S;BCB-DSTAT;N
9509;IED - Antilhas Holandesas - Total - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9510;IED - Antilhas Holandesas - Atividades de informática e conexas - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9511;IED - Antilhas Holandesas - Atividades imobiliárias - mensal;US$ (milhões);M;31/01/2001;01/12/2003;S;BCB-DSTAT;N
9512;IED - Antilhas Holandesas - Comércio varejista e reparação de objetos pessoais - mensal;US$ (milhões);M;31/01/2001;01/12/2001;S;BCB-DSTAT;N
9514;IED - Antilhas Holandesas - Construção - mensal;US$ (milhões);M;31/01/2001;01/01/2002;S;BCB-DSTAT;N
9517;IED - Antilhas Holandesas - Fabricação de produtos de metal - mensal;US$ (milhões);M;31/01/2001;01/10/2002;S;BCB-DSTAT;N
9518;IED - Antilhas Holandesas - Intermediação financeira - mensal;US$ (milhões);M;31/01/2001;01/04/2005;S;BCB-DSTAT;N
9519;IED - Antilhas Holandesas - Metalurgia básica - mensal;US$ (milhões);M;31/01/2001;01/12/2004;S;BCB-DSTAT;N
9521;IED - Antilhas Holandesas - Serviços prestados a empresas - mensal;US$ (milhões);M;31/01/2001;01/11/2004;S;BCB-DSTAT;N
9523;IED - Argentina - Total - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9525;IED - Argentina - Agricultura, pecuária e serviços relacionados - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9526;IED - Argentina - Alojamento e alimentação - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9527;IED - Argentina - Aluguel de veículos, máquinas, equipamentos e objetos - mensal;US$ (milhões);M;31/01/2001;01/01/2004;S;BCB-DSTAT;N
9529;IED - Argentina - Atividades auxiliares de transportes e agências de viagem - mensal;US$ (milhões);M;31/01/2001;01/05/2005;S;BCB-DSTAT;N
9530;IED - Argentina - Atividades de informática e conexas - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9531;IED - Argentina - Atividades imobiliárias - mensal;US$ (milhões);M;31/01/2001;01/05/2005;S;BCB-DSTAT;N
9532;IED - Argentina - Atividades recreativas, culturais e desportivas - mensal;US$ (milhões);M;31/01/2001;01/03/2005;S;BCB-DSTAT;N
9533;IED - Argentina - Comércio e reparação de veículos, comércio de combustíveis - mensal;US$ (milhões);M;31/01/2001;01/04/2005;S;BCB-DSTAT;N
9534;IED - Argentina - Comércio por atacado e intermediações do comércio - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9535;IED - Argentina - Comércio varejista e reparação de objetos pessoais - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9537;IED - Argentina - Construção - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9539;IED - Argentina - Edição, impressão e reprodução de gravações - mensal;US$ (milhões);M;31/01/2001;01/05/2005;S;BCB-DSTAT;N
9540;IED - Argentina - Eletricidade, gás e água quente - mensal;US$ (milhões);M;31/01/2001;01/07/2001;S;BCB-DSTAT;N
9541;IED - Argentina - Extração de petróleo e serviços relacionados - mensal;US$ (milhões);M;31/01/2001;01/11/2004;S;BCB-DSTAT;N
9542;IED - Argentina - Fabricação de artigos de borracha e plástico - mensal;US$ (milhões);M;31/01/2001;01/04/2005;S;BCB-DSTAT;N
9543;IED - Argentina - Fabricação de equipamentos médico-hospitalares, instrumentos de precisão e outros - mensal;US$ (milhões);M;31/01/2001;01/05/2005;S;BCB-DSTAT;N
9544;IED - Argentina - Fabricação de máquinas e equipamentos - mensal;US$ (milhões);M;31/01/2001;01/05/2005;S;BCB-DSTAT;N
9545;IED - Argentina - Fabricação de máquinas para escritório e equipamentos de informática - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9546;IED - Argentina - Fabricação de máquinas, aparelhos e materiais elétricos - mensal;US$ (milhões);M;31/01/2001;01/03/2005;S;BCB-DSTAT;N
9548;IED - Argentina - Fabricação de móveis e indústrias diversas - mensal;US$ (milhões);M;31/01/2001;01/06/2004;S;BCB-DSTAT;N
9549;IED - Argentina - Fabricação de produtos alimentícios e bebidas - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9550;IED - Argentina - Fabricação de produtos de madeira - mensal;US$ (milhões);M;31/01/2001;01/04/2004;S;BCB-DSTAT;N
9553;IED - Argentina - Fabricação de produtos químicos - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9554;IED - Argentina - Fabricação de produtos têxteis - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9555;IED - Argentina - Fabricação e montagem de veículos automotores, reboques e carrocerias - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9557;IED - Argentina - Intermediação financeira - mensal;US$ (milhões);M;31/01/2001;01/06/2004;S;BCB-DSTAT;N
9559;IED - Argentina - Metalurgia básica - mensal;US$ (milhões);M;31/01/2001;01/03/2005;S;BCB-DSTAT;N
9560;IED - Argentina - Preparação de couros, fabricação de artefatos e calçados - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9563;IED - Argentina - Serviços prestados a empresas - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9564;IED - Argentina - Transporte terrestre - mensal;US$ (milhões);M;31/01/2001;01/03/2005;S;BCB-DSTAT;N
9565;IED - Austrália - Total - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9567;IED - Austrália - Atividades de informática e conexas - mensal - 9567;US$ (milhões);M;31/01/2001;01/10/2001;S;BCB-DSTAT;N
9568;IED - Austrália - Comércio por atacado e intermediações do comércio - mensal;US$ (milhões);M;31/01/2001;01/05/2005;S;BCB-DSTAT;N
9569;IED - Austrália - Extração de minerais metálicos - mensal;US$ (milhões);M;31/01/2001;01/05/2005;S;BCB-DSTAT;N
9573;IED - Austrália - Serviços prestados a empresas - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9575;IED - Áustria - Total - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9577;IED - Áustria - Aluguel de veículos, máquinas, equipamentos e objetos - mensal;US$ (milhões);M;31/01/2001;01/08/2004;S;BCB-DSTAT;N
9578;IED - Áustria - Atividades de informática e conexas - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9579;IED - Áustria - Comércio por atacado e intermediações do comércio - mensal;US$ (milhões);M;31/01/2001;01/05/2005;S;BCB-DSTAT;N
9580;IED - Áustria - Comércio varejista e reparação de objetos pessoais - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9581;IED - Áustria - Fabricação de máquinas e equipamentos - mensal;US$ (milhões);M;31/01/2001;01/02/2005;S;BCB-DSTAT;N
9583;IED - Áustria - Fabricação de materiais eletrônicos e equipamentos de comunicação - mensal;US$ (milhões);M;31/01/2001;01/08/2004;S;BCB-DSTAT;N
9584;IED - Áustria - Fabricação de produtos de metal - mensal;US$ (milhões);M;31/01/2001;01/12/2004;S;BCB-DSTAT;N
9585;IED - Áustria - Fabricação de produtos químicos - mensal;US$ (milhões);M;31/01/2001;01/12/2004;S;BCB-DSTAT;N
9587;IED - Áustria - Fabricação e montagem de veículos automotores, reboques e carrocerias - mensal;US$ (milhões);M;31/01/2001;01/07/2004;S;BCB-DSTAT;N
9588;IED - Áustria - Intermediação financeira - mensal;US$ (milhões);M;31/01/2001;01/04/2001;S;BCB-DSTAT;N
9589;IED - Áustria - Serviços prestados a empresas - mensal;US$ (milhões);M;31/01/2001;01/02/2005;S;BCB-DSTAT;N
9590;IED - Bahamas, ilhas - Total - mensal;US$ (milhões);M;31/01/2001;01/06/2005;S;BCB-DSTAT;N
9592;IED - Bahamas, ilhas - Alojamento e alimentação - mensal;US$ (milhões);M;31/01/2001;01/08/2002;S;BCB-DSTAT;N
9593;IED - Bahamas, ilhas - Aluguel de veículos, máquinas, equipamentos e objetos - mensal;US$ (milhões);M;31/01/2001;01/09/2003;S;BCB-DSTAT;N
9594;IED - Bahamas, ilhas - Atividades auxiliares da intermediação financeira - mensal;US$ (milhões);M;31/01/2001;01/06/2004;S;BCB-DSTAT;N
9596;IED - Bahamas, ilhas - Atividades de informática e conexas - mensal;US$ (milhões);M;31/01/2001;01/12/2002;S;BCB-DSTAT;N
